JAtab71-SPR1-SL1-1_S21
JAtab71-SPR1-SL1-2_S22
JAtab71-SPR1-YA-1_S17
JAtab71-SPR1-YA-2_S18
JAtab71-SPR5-SL1-1_S23
JAtab71-SPR5-SL1-2_S24
JAtab71-SPR5-YA-1_S19
JAtab71-SPR5-YA-2_S20
