JAtab71-0901-ch-10_S11,lin13_sL1-2
JAtab71-0901-ch-11_S10,lin13_fL1-1
JAtab71-0901-ch-12_S12,lin13_fL1-2
JAtab71-0901-ch-1_S1,WT_sL1-1
JAtab71-0901-ch-2_S2,WT_sL1-2
JAtab71-0901-ch-3_S3,WT_fL1-1
JAtab71-0901-ch-4_S4,WT_fL1-2
JAtab71-0901-ch-5_S5,hpl2_sL1-1
JAtab71-0901-ch-6_S6,hpl2_sL1-2
JAtab71-0901-ch-7_S7,hpl2_fL1-1
JAtab71-0901-ch-8_S8,hpl2_fL1-2
JAtab71-0901-ch-9_S9,lin13_sL1-1
